Department,Category,Condition Group,Sales Week,Net Item Revenue (Fulfilled),Net Items (Fulfilled),Gross Orders (Fulfilled),Net Sell Through Items (Week),MSRP of Sold Items,Avg. Item Age When Sold,Avg. Item Age EOW,EOW Inventory For Sale $,EOW Inventory For Sale Items,MSRP of EOW Inventory,,,,,,,,,,,,#REF!
Outdoor Furniture,Chairs,OK,10/28/2018,$0,$0,0,0.00%,$0,0,90.72,$274,8,$283,,,,,,,,,,,,#REF!
Outdoor Furniture,Chairs,OK,10/21/2018,$0,$0,0,0.00%,$0,0,111.23,$218,6,$225,,,,,,,,,,,,#REF!
Outdoor Furniture,Chairs,OK,10/14/2018,$29,$1,1,14.30%,$33,37.037,117.39,$218,6,$225,,,,,,,,,,,,#REF!
Outdoor Furniture,Chairs,OK,10/7/2018,$46,$1,1,12.50%,$52,14.091,95.34,$248,7,$256,,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,1/13/2019,"$12,692",$160,163,4.60%,"$21,512",166.089,184.31,"$296,896","3,333","$457,466",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,1/6/2019,"$12,520",$160,140,4.40%,"$21,220",177.716,178.57,"$310,308","3,485","$478,132",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,12/30/2018,"$7,061",$80,85,2.10%,"$11,968",173.096,173.6,"$324,202","3,646","$499,541",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,12/23/2018,"$5,657",$63,71,1.70%,"$9,588",177.639,169.19,"$328,733","3,707","$506,522",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,12/16/2018,"$6,062",$61,67,1.60%,"$10,275",170.863,164.71,"$333,240","3,758","$513,466",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,12/9/2018,"$9,197",$104,101,2.70%,"$15,588",145.453,160.37,"$334,357","3,763","$515,188",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,12/2/2018,"$6,189",$70,79,1.80%,"$10,490",162.316,158.69,"$338,491","3,817","$521,558",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,11/25/2018,"$6,393",$71,72,1.80%,"$10,836",191.961,155.68,"$341,121","3,846","$525,610",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,11/18/2018,"$4,567",$56,55,1.40%,"$7,741",170.632,153.37,"$342,411","3,868","$527,598",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,11/11/2018,"$3,363",$41,42,1.10%,"$5,700",142.758,149.87,"$339,701","3,843","$523,422",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,11/4/2018,"$2,995",$36,40,0.90%,"$5,076",156.464,148.47,"$336,918","3,813","$519,134",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,10/28/2018,"$1,319",$16,26,0.40%,"$2,236",133.133,145.39,"$333,919","3,794","$514,514",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,10/21/2018,"$2,731",$26,26,0.70%,"$4,629",101.717,143.78,"$325,674","3,711","$501,808",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,10/14/2018,"$3,538",$40,47,1.10%,"$5,997",140.987,143.01,"$317,392","3,627","$489,047",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Perfect,10/7/2018,"$6,640",$60,58,1.60%,"$11,254",128.821,141.12,"$312,490","3,580","$481,495",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,1/13/2019,"$2,589",$28,29,4.10%,"$4,388",102.795,156.38,"$59,060",656,"$91,002",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,1/6/2019,"$2,351",$29,36,4.10%,"$3,985",156.002,153.02,"$61,340",679,"$94,515",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,12/30/2018,"$1,469",$14,15,2.00%,"$2,490",181.874,147.98,"$61,714",683,"$95,092",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,12/23/2018,$175,$4,5,0.60%,$297,94.094,148.54,"$63,258",698,"$97,469",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,12/16/2018,$779,$10,10,1.40%,"$1,320",132.671,144.55,"$62,597",695,"$96,451",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,12/9/2018,"$1,650",$17,18,2.40%,"$2,797",112.112,139.93,"$61,643",684,"$94,981",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,12/2/2018,"$1,256",$8,11,1.10%,"$2,129",108.416,137.06,"$63,254",699,"$97,464",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,11/25/2018,$658,$8,11,1.10%,"$1,115",160.006,135.52,"$63,175",693,"$97,342",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,11/18/2018,$781,$9,10,1.30%,"$1,324",109.802,132.09,"$62,498",686,"$96,298",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,11/11/2018,$607,$7,8,1.00%,"$1,029",123.97,128.87,"$61,622",679,"$94,949",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,11/4/2018,$466,$6,6,0.90%,$790,20.251,125.65,"$60,453",669,"$93,147",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,10/28/2018,$470,$6,7,0.90%,$797,61.985,122.36,"$60,306",667,"$92,922",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,10/21/2018,$183,$3,5,0.50%,$310,250.866,120.68,"$59,148",657,"$91,137",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,10/14/2018,$585,$7,9,1.10%,$992,143.066,120.89,"$56,796",634,"$87,514",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,Great,10/7/2018,$369,$3,7,0.50%,$625,134.981,120.75,"$55,028",616,"$84,788",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,1/13/2019,$835,$11,12,5.30%,"$1,415",140.063,168.56,"$15,916",198,"$24,524",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,1/6/2019,$828,$10,11,4.70%,"$1,403",152.537,168,"$16,305",201,"$25,124",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,12/30/2018,$320,$4,5,2.00%,$542,266.959,164.08,"$16,348",201,"$25,190",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,12/23/2018,$316,$3,4,1.40%,$536,185.262,167.23,"$16,641",205,"$25,641",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,12/16/2018,$350,$4,4,1.90%,$593,218.757,164.71,"$16,518",205,"$25,451",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,12/9/2018,-$41,$1,2,0.50%,-$69,109.571,159.95,"$16,335",205,"$25,169",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,12/2/2018,$615,$7,7,3.30%,"$1,042",145.222,157.43,"$16,573",206,"$25,536",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,11/25/2018,$501,$5,6,2.30%,$849,107.184,151.9,"$17,146",212,"$26,419",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,11/18/2018,$295,$3,3,1.40%,$500,138.369,149.17,"$17,646",218,"$27,190",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,11/11/2018,$0,$0,0,0.00%,$0,0,144.97,"$17,721",219,"$27,305",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,11/4/2018,$277,$3,3,1.40%,$469,52.745,140.14,"$17,441",216,"$26,873",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,10/28/2018,-$106,$0,1,0.00%,-$180,3.311,136.85,"$17,410",216,"$26,825",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,10/21/2018,-$15,$1,2,0.50%,-$25,104.412,134.68,"$17,118",212,"$26,376",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,10/14/2018,$469,$4,4,1.90%,$795,59.906,131.6,"$16,773",208,"$25,844",,,,,,,,,,,,#REF!
Outdoor Furniture,Rugs,OK,10/7/2018,$496,$3,2,1.40%,$841,51.821,129.29,"$16,898",207,"$26,037",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,1/13/2019,"$3,594",$106,92,4.80%,"$7,987",205.359,192.43,"$96,520","2,090","$268,110",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,1/6/2019,"$4,238",$112,89,4.90%,"$9,418",176.715,186.83,"$99,514","2,181","$276,427",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,12/30/2018,"$2,202",$62,58,2.60%,"$4,893",200.816,182.35,"$104,429","2,300","$290,079",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,12/23/2018,"$2,661",$78,68,3.20%,"$5,913",164.087,178.5,"$104,789","2,332","$291,081",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,12/16/2018,"$1,366",$36,41,1.50%,"$3,036",119.504,173.53,"$106,741","2,398","$296,502",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,12/9/2018,"$3,136",$83,80,3.40%,"$6,969",212.366,171.57,"$105,807","2,381","$293,908",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,12/2/2018,"$5,301",$142,110,5.60%,"$11,780",178.64,171.36,"$106,849","2,410","$296,801",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,11/25/2018,"$2,947",$84,69,3.30%,"$6,549",171.017,169.82,"$109,408","2,484","$303,912",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,11/18/2018,"$2,737",$80,65,3.10%,"$6,082",137.522,169.4,"$110,217","2,531","$306,158",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,11/11/2018,"$2,532",$64,54,2.50%,"$5,627",142.835,164.99,"$109,501","2,539","$304,168",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,11/4/2018,"$2,362",$74,61,2.80%,"$5,249",133.518,165.41,"$109,225","2,523","$303,401",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,10/28/2018,"$2,149",$55,53,2.10%,"$4,776",116.655,162.89,"$108,458","2,533","$301,272",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,10/21/2018,"$3,005",$90,71,3.50%,"$6,678",134.827,162.61,"$105,822","2,487","$293,951",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,10/14/2018,"$3,455",$109,81,4.20%,"$7,678",162.624,161.63,"$105,557","2,512","$293,214",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Perfect,10/7/2018,"$2,857",$82,84,3.10%,"$6,349",151.921,161.77,"$104,727","2,531","$290,907",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,1/13/2019,$676,$13,14,5.00%,"$1,502",106.183,156.87,"$13,672",247,"$37,978",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,1/6/2019,$773,$16,18,5.90%,"$1,718",160.237,153.3,"$14,137",254,"$39,270",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,12/30/2018,$170,$7,9,2.60%,$378,91.553,149.59,"$14,416",265,"$40,043",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,12/23/2018,$355,$7,8,2.60%,$789,135.828,152.46,"$13,884",261,"$38,567",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,12/16/2018,-$90,-$1,5,-0.40%,-$200,146.685,150.36,"$14,196",267,"$39,432",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,12/9/2018,$811,$18,20,6.50%,"$1,802",126.896,142.73,"$13,707",258,"$38,075",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,12/2/2018,$507,$14,16,4.90%,"$1,127",161.238,141.54,"$14,350",274,"$39,860",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,11/25/2018,$495,$14,16,4.70%,"$1,100",126.511,139.65,"$14,853",284,"$41,259",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,11/18/2018,$249,$8,9,2.70%,$553,226.765,138.46,"$15,128",291,"$42,023",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,11/11/2018,$283,$7,9,2.30%,$629,182.182,136.22,"$15,221",295,"$42,280",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,11/4/2018,$324,$11,9,3.60%,$720,142.835,134.19,"$15,181",298,"$42,170",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,10/28/2018,$284,$12,12,3.80%,$631,60.984,128.17,"$15,136",302,"$42,044",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,10/21/2018,$264,$8,11,2.60%,$587,113.729,130.27,"$14,791",300,"$41,085",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,10/14/2018,$622,$14,16,4.60%,"$1,382",101.948,131.18,"$13,980",288,"$38,833",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,Great,10/7/2018,$546,$13,13,4.40%,"$1,213",92.554,129.71,"$13,688",283,"$38,023",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,1/13/2019,$124,$3,4,5.90%,$276,297.066,146.16,"$2,583",48,"$7,174",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,1/6/2019,$92,$3,3,5.80%,$204,183.953,143.5,"$2,633",49,"$7,315",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,12/30/2018,-$76,-$1,0,-2.10%,-$169,0,148.54,"$2,251",48,"$6,252",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,12/23/2018,$20,$1,1,2.20%,$44,5.698,150.01,"$1,880",44,"$5,222",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,12/16/2018,-$18,-$1,0,-2.30%,-$40,0,152.53,"$1,819",44,"$5,054",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,12/9/2018,$92,$2,2,4.50%,$204,391.545,158.69,"$1,781",42,"$4,947",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,12/2/2018,$61,$3,3,6.40%,$136,190.036,155.19,"$1,855",44,"$5,152",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,11/25/2018,$0,$0,0,0.00%,$0,0,153.86,"$1,872",46,"$5,201",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,11/18/2018,$67,$4,4,8.00%,$149,282.359,156.73,"$1,872",46,"$5,201",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,11/11/2018,$10,$1,2,2.00%,$22,161.161,150.71,"$1,955",50,"$5,430",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,11/4/2018,$100,$5,6,9.10%,$222,151.382,146.44,"$1,957",50,"$5,436",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,10/28/2018,-$42,-$1,1,-2.00%,-$93,161.007,145.95,"$2,001",52,"$5,558",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,10/21/2018,$96,$4,4,7.50%,$213,153.769,152.25,"$1,912",49,"$5,311",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,10/14/2018,$127,$5,5,8.80%,$282,67.606,146.44,"$1,920",52,"$5,332",,,,,,,,,,,,#REF!
Outdoor Furniture,Side Tables,OK,10/7/2018,$129,$5,5,8.30%,$287,120.736,138.25,"$1,998",55,"$5,549",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,1/13/2019,"$1,760",$74,53,3.70%,"$3,911",226.996,186.83,"$52,422","1,948","$105,902",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,1/6/2019,"$1,884",$83,65,4.00%,"$4,187",254.87,186.13,"$53,961","1,997","$109,011",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,12/30/2018,"$1,953",$81,58,3.70%,"$4,340",238.931,183.33,"$56,367","2,090","$113,873",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,12/23/2018,"$1,492",$62,38,2.80%,"$3,316",251.482,179.55,"$58,111","2,163","$117,396",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,12/16/2018,"$1,311",$49,40,2.20%,"$2,913",212.366,175.14,"$59,220","2,208","$119,636",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,12/9/2018,"$2,483",$110,76,4.80%,"$5,518",233.926,174.93,"$58,807","2,201","$118,802",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,12/2/2018,"$2,041",$94,67,4.00%,"$4,536",252.252,178.57,"$59,582","2,257","$120,367",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,11/25/2018,"$2,192",$96,62,4.00%,"$4,871",215.061,179.27,"$59,806","2,288","$120,820",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,11/18/2018,"$1,365",$60,41,2.50%,"$3,033",214.445,180.6,"$61,459","2,361","$124,160",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,11/11/2018,$852,$41,36,1.70%,"$1,893",203.357,177.87,"$60,916","2,349","$123,062",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,11/4/2018,"$1,618",$62,48,2.60%,"$3,596",182.105,179.06,"$59,663","2,321","$120,531",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,10/28/2018,"$1,234",$51,45,2.10%,"$2,742",152.614,175.42,"$60,234","2,344","$121,684",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,10/21/2018,"$1,799",$76,45,3.20%,"$3,998",173.173,174.3,"$59,701","2,333","$120,609",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,10/14/2018,"$2,466",$100,69,4.10%,"$5,480",170.016,173.32,"$60,259","2,353","$121,736",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Perfect,10/7/2018,"$2,297",$89,70,3.60%,"$5,104",164.01,171.01,"$61,437","2,405","$124,116",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,1/13/2019,$197,$9,9,2.70%,$438,123.739,156.59,"$7,823",330,"$15,804",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,1/6/2019,$166,$7,8,2.00%,$369,96.25,150.08,"$8,036",337,"$16,233",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,12/30/2018,$329,$17,16,4.70%,$731,241.549,150.92,"$8,239",343,"$16,644",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,12/23/2018,$67,$2,4,0.60%,$149,107.723,145.53,"$8,512",356,"$17,196",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,12/16/2018,$73,$4,8,1.10%,$162,163.471,143.15,"$8,424",351,"$17,018",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,12/9/2018,$38,$5,8,1.50%,$84,175.098,139.09,"$8,070",338,"$16,302",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,12/2/2018,$361,$15,17,4.20%,$802,222.684,142.52,"$8,062",340,"$16,287",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,11/25/2018,$309,$15,14,4.20%,$687,232.386,146.23,"$8,016",338,"$16,193",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,11/18/2018,$174,$7,7,2.00%,$387,188.958,150.01,"$8,082",342,"$16,327",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,11/11/2018,$92,$5,7,1.40%,$204,130.284,145.53,"$8,139",345,"$16,442",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,11/4/2018,$4,$2,8,0.60%,$9,130.669,144.48,"$7,855",337,"$15,869",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,10/28/2018,-$52,-$1,6,-0.30%,-$116,101.101,139.86,"$7,768",334,"$15,693",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,10/21/2018,$277,$12,12,3.50%,$616,167.398,134.61,"$7,541",327,"$15,233",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,10/14/2018,$336,$15,14,4.50%,$747,199.199,139.02,"$7,428",322,"$15,007",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,Great,10/7/2018,$133,$6,8,1.80%,$296,167.706,140.07,"$7,492",329,"$15,136",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,1/13/2019,$57,$4,4,5.10%,$127,269.423,197.05,"$1,572",75,"$3,176",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,1/6/2019,$25,$1,2,1.30%,$56,125.356,190.05,"$1,635",79,"$3,302",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,12/30/2018,$38,$2,2,2.50%,$84,180.026,185.29,"$1,630",79,"$3,293",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,12/23/2018,$30,$1,1,1.20%,$67,19.558,178.5,"$1,681",80,"$3,396",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,12/16/2018,$12,$1,1,1.20%,$27,362.285,178.29,"$1,689",80,"$3,411",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,12/9/2018,$71,$4,4,4.80%,$158,248.787,175.91,"$1,654",79,"$3,342",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,12/2/2018,$11,$1,1,1.20%,$24,501.501,178.5,"$1,691",82,"$3,416",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,11/25/2018,$25,$2,2,2.40%,$56,227.612,176.47,"$1,680",82,"$3,393",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,11/18/2018,$0,$0,0,0.00%,$0,0,186.2,"$1,601",80,"$3,233",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,11/11/2018,$12,$1,2,1.30%,$27,9.548,179.06,"$1,565",78,"$3,162",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,11/4/2018,$50,$2,2,2.60%,$111,226.996,182.42,"$1,489",76,"$3,009",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,10/28/2018,$42,$2,2,2.50%,$93,45.892,176.4,"$1,536",77,"$3,102",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,10/21/2018,-$22,-$1,0,-1.30%,-$49,0,174.09,"$1,542",77,"$3,116",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,10/14/2018,$37,$2,2,2.60%,$82,184.415,175.63,"$1,499",75,"$3,029",,,,,,,,,,,,#REF!
Outdoor Furniture,Desks,OK,10/7/2018,$49,$2,2,2.60%,$109,106.799,171.29,"$1,491",75,"$3,011",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,1/13/2019,"$1,781",$52,38,7.20%,"$1,836",235.312,185.85,"$23,453",674,"$21,980",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,1/6/2019,$895,$34,30,4.50%,$923,234.465,183.54,"$25,279",723,"$23,692",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,12/30/2018,$839,$21,22,2.70%,$865,237.16,180.88,"$26,333",758,"$24,679",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,12/23/2018,$564,$15,11,1.90%,$581,224.455,177.24,"$27,063",778,"$25,364",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,12/16/2018,$919,$32,24,3.90%,$947,201.74,170.73,"$27,324",787,"$25,608",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,12/9/2018,$525,$18,19,2.20%,$541,218.295,169.82,"$27,684",804,"$25,945",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,12/2/2018,"$1,268",$38,30,4.40%,"$1,307",198.198,168.42,"$28,021",816,"$26,262",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,11/25/2018,$519,$16,15,1.90%,$535,240.394,169.54,"$28,281",827,"$26,505",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,11/18/2018,$750,$22,14,2.60%,$773,206.899,169.05,"$28,052",825,"$26,291",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,11/11/2018,$495,$12,8,1.40%,$510,192.192,166.32,"$28,058",827,"$26,296",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,11/4/2018,$455,$12,15,1.40%,$469,179.641,166.39,"$27,849",821,"$26,100",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,10/28/2018,$964,$31,18,3.60%,$994,126.434,161.56,"$27,842",823,"$26,094",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,10/21/2018,$928,$33,20,3.90%,$957,171.633,162.89,"$27,798",820,"$26,053",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,10/14/2018,$140,$6,18,0.70%,$144,212.289,165.13,"$27,543",823,"$25,813",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Perfect,10/7/2018,"$1,526",$48,37,5.60%,"$1,573",149.611,163.59,"$26,733",804,"$25,055",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,1/13/2019,$81,$3,3,4.10%,$84,130.977,177.45,"$2,283",71,"$2,139",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,1/6/2019,$260,$8,5,9.80%,$268,227.15,176.89,"$2,367",74,"$2,219",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,12/30/2018,$116,$4,4,4.70%,$120,54.747,168.7,"$2,653",82,"$2,487",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,12/23/2018,-$28,-$1,0,-1.20%,-$29,0,166.25,"$2,764",86,"$2,591",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,12/16/2018,$70,$2,2,2.30%,$72,172.634,156.8,"$2,713",84,"$2,542",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,12/9/2018,$122,$4,4,4.80%,$126,279.895,165.69,"$2,520",79,"$2,362",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,12/2/2018,$38,$2,2,2.30%,$39,223.531,165.69,"$2,668",84,"$2,500",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,11/25/2018,$50,$1,2,1.20%,$52,188.958,166.53,"$2,599",83,"$2,436",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,11/18/2018,$10,$0,1,0.00%,$10,355.432,164.36,"$2,613",82,"$2,448",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,11/11/2018,$55,$2,2,2.40%,$57,165.704,158.48,"$2,628",83,"$2,463",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,11/4/2018,-$73,-$2,1,-2.70%,-$75,149.611,163.03,"$2,280",77,"$2,137",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,10/28/2018,$70,$2,3,2.60%,$72,117.81,163.66,"$2,256",76,"$2,114",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,10/21/2018,$5,$1,2,1.40%,$5,197.813,165.13,"$2,174",72,"$2,037",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,10/14/2018,$0,$0,0,0.00%,$0,0,165.55,"$2,130",72,"$1,996",,,,,,,,,,,,#REF!
Outdoor Furniture,Beds,Great,10/7/2018,$134,$4,4,5.60%,$138,117.502,165.41,"$1,965",68,"$1,841",,,,,,,,,,,,#REF!
